City,Locality,Property_Type,RERA_Approved,BHK,Bathrooms,Balconies,Floor,Age_of_Property_years,Ready_to_Move,Furnishing,Parking,Facing,Gated_Community,Lift_Available,Water_Supply,Security_Guard,Gym,Swimming_Pool,Power_Backup,Clubhouse,Play_Area,Near_School_km,Near_Hospital_km,Near_Metro_km,Near_Market_km,Monthly_Maintenance,EMI_Per_Lakh,Interest_Rate,Resale,Property_Tax_Annual,Pollution_Index,Noise_Index,Crime_Rate,Internet_Availability,Public_Transport_Score,Flood_Zone,Earthquake_Zone,Civic_Amenities_Rating,Market_Demand_Rating,Rental_Yield_Percent,Carpet_Area_sqft,Total_Floors,Expected_Price_Lakhs
Delhi,Dwarka,Independent House,Yes,3,3,0,13,14,Yes,Furnished,Yes,East,No,Yes,Both,No,No,Yes,No,No,Yes,1.63,5.37,4.53,0.28,7298,968.69,6.87,Yes,14500,67.7,47.6,28.0,7.7,6.1,Yes,No,8.9,9.7,3.6,1347,14,329.18
Surat,Piplod,Apartment,No,4,4,1,15,19,Yes,Furnished,No,South,Yes,No,Both,No,Yes,Yes,No,Yes,Yes,0.24,4.86,3.51,1.28,5757,980.8,9.16,No,4275,39.9,41.1,36.7,8.6,9.6,Yes,No,5.2,6.2,3.25,867,16,27.48
Indore,Rajendra Nagar,Villa,No,1,2,0,2,25,Yes,Furnished,Yes,South,Yes,Yes,Borewell,No,No,No,Yes,No,No,3.46,2.37,4.68,1.45,2805,833.69,7.44,No,6031,85.3,83.6,54.8,6.8,5.2,Yes,No,8.2,8.5,2.11,520,6,25.73
Bengaluru,HSR Layout,Villa,Yes,3,4,2,3,4,No,Semi-Furnished,Yes,South,Yes,No,Both,No,Yes,No,No,Yes,No,3.94,4.82,7.19,2.32,5904,1008.53,8.78,No,1067,30.1,75.1,57.5,9.8,9.3,Yes,No,6.0,7.1,3.12,1570,3,136.92
Pune,Viman Nagar,Independent House,Yes,1,2,2,7,21,Yes,Semi-Furnished,Yes,East,Yes,Yes,Both,Yes,Yes,Yes,Yes,No,Yes,2.04,3.12,2.82,1.1,6106,986.23,9.17,No,17119,40.6,53.5,16.7,6.2,8.9,Yes,Yes,5.3,8.4,2.15,505,8,36.31
Delhi,Saket,Independent House,No,1,2,2,3,22,Yes,Furnished,No,North,No,No,Borewell,Yes,Yes,No,No,No,No,3.94,5.15,1.92,0.86,3167,1147.44,6.79,Yes,16171,65.4,80.0,57.5,8.0,7.5,Yes,Yes,8.1,9.1,2.34,1287,7,470.2
Chandigarh,Manimajra,Independent House,No,3,4,2,15,13,Yes,Furnished,Yes,North,No,Yes,Corporation,No,No,No,Yes,Yes,No,4.49,4.89,3.96,2.05,1403,1074.41,7.89,Yes,9040,81.8,75.7,44.6,9.6,7.0,No,No,8.0,6.2,2.81,1990,23,147.79
Delhi,Karol Bagh,Independent House,Yes,2,2,0,10,13,No,Unfurnished,Yes,North,Yes,Yes,Corporation,Yes,No,Yes,Yes,No,No,1.36,3.1,3.61,2.67,3039,701.57,9.31,Yes,5952,53.3,60.8,18.4,9.2,9.0,Yes,No,9.6,9.6,3.36,1537,12,672.42
Hyderabad,Madhapur,Independent House,No,1,2,0,6,14,No,Unfurnished,No,North,No,No,Borewell,No,No,No,Yes,No,Yes,1.26,2.06,7.88,0.74,5994,789.06,6.86,No,20792,56.5,61.8,37.8,9.7,6.0,No,No,8.0,9.9,2.93,2073,16,157.49
Visakhapatnam,Madhurawada,Villa,Yes,4,4,0,11,1,No,Semi-Furnished,Yes,East,Yes,Yes,Corporation,No,No,Yes,Yes,No,Yes,4.82,3.37,7.53,1.95,4655,1047.43,8.31,Yes,12465,55.0,57.4,38.9,8.0,6.6,Yes,Yes,10.0,5.0,3.12,843,12,44.33
Surat,City Light,Independent House,Yes,1,1,0,6,6,Yes,Semi-Furnished,Yes,West,Yes,No,Corporation,No,Yes,No,No,Yes,Yes,1.61,0.97,6.49,1.94,3496,1111.73,7.13,No,16600,75.7,74.6,41.6,7.0,5.6,Yes,No,8.2,9.5,2.8,840,11,36.48
Indore,MR-10,Villa,No,1,2,0,10,2,Yes,Unfurnished,Yes,West,No,Yes,Both,No,Yes,No,Yes,Yes,Yes,1.11,3.1,5.03,2.79,2352,1087.48,7.48,Yes,4133,50.6,71.7,43.8,7.3,7.6,Yes,No,7.9,5.3,4.28,2092,14,137.77
Hyderabad,Gachibowli,Villa,Yes,2,3,1,12,18,Yes,Unfurnished,No,West,No,No,Both,Yes,No,No,No,No,Yes,0.54,4.16,6.69,0.47,3678,979.63,7.38,No,19826,35.5,78.8,11.7,9.8,9.4,No,Yes,8.5,9.4,3.54,735,22,50.08
Mumbai,Powai,Apartment,No,3,4,1,13,12,Yes,Unfurnished,Yes,East,Yes,No,Corporation,No,Yes,No,Yes,No,Yes,1.42,1.75,6.42,0.94,4779,812.89,7.01,Yes,18094,40.5,54.7,58.4,7.4,8.0,Yes,No,8.1,8.1,3.71,1273,19,381.93
Mumbai,Bandra,Apartment,No,2,2,1,2,6,No,Unfurnished,No,North,Yes,Yes,Both,Yes,Yes,No,No,Yes,No,0.55,0.51,6.86,0.98,5707,942.01,7.57,Yes,20789,40.1,82.2,45.0,8.3,9.3,No,No,9.0,8.7,3.65,522,4,233.19
Ahmedabad,Satellite,Apartment,No,3,3,0,2,2,No,Unfurnished,Yes,East,Yes,Yes,Both,Yes,No,Yes,No,Yes,No,4.49,2.03,6.5,2.19,6511,1079.49,7.04,No,8035,88.6,61.2,57.6,6.6,6.2,Yes,Yes,8.9,5.2,3.28,1731,2,106.22
Ahmedabad,Thaltej,Independent House,Yes,4,5,0,4,15,No,Unfurnished,Yes,North,No,Yes,Borewell,No,Yes,No,Yes,No,No,1.24,4.07,4.91,0.78,3533,919.09,8.66,Yes,10330,55.0,70.8,19.3,7.2,5.4,Yes,No,7.6,6.9,4.07,1456,5,87.94
Chandigarh,Manimajra,Independent House,No,4,4,1,20,23,Yes,Unfurnished,No,West,Yes,No,Borewell,Yes,No,No,Yes,No,Yes,4.48,3.9,0.83,2.95,4557,862.46,9.33,No,23787,71.9,44.0,15.5,9.2,9.4,Yes,No,5.2,5.1,2.29,1165,20,107.5
Bengaluru,Hebbal,Independent House,No,1,2,2,19,2,No,Unfurnished,No,West,No,Yes,Borewell,Yes,Yes,No,Yes,No,No,0.65,3.8,3.56,0.3,7685,717.78,7.52,Yes,3157,69.6,72.5,40.3,8.7,7.5,Yes,Yes,5.7,5.8,4.23,589,23,58.23
Bengaluru,Koramangala,Villa,Yes,2,3,0,10,7,No,Furnished,Yes,West,No,No,Corporation,No,No,No,No,Yes,Yes,0.21,3.85,7.59,0.33,4578,882.5,9.08,Yes,4418,81.4,61.3,56.2,7.4,5.4,Yes,Yes,6.4,6.0,3.84,1213,15,116.64
Patna,Ashiana Nagar,Villa,Yes,1,2,2,11,9,Yes,Unfurnished,No,West,No,No,Corporation,No,No,No,No,Yes,No,0.21,1.53,0.51,0.64,6725,1011.29,9.34,Yes,15297,37.1,76.4,47.6,8.0,9.4,No,Yes,9.4,9.1,4.08,1961,21,106.17
Pune,Viman Nagar,Apartment,Yes,3,4,0,19,21,Yes,Semi-Furnished,Yes,North,No,Yes,Both,Yes,No,No,Yes,Yes,Yes,4.34,0.82,2.07,0.3,5529,827.43,7.08,Yes,23345,39.7,52.1,14.7,7.4,9.2,Yes,No,8.9,9.0,3.03,1238,29,110.67
Lucknow,Chinhat,Independent House,Yes,1,1,2,1,18,Yes,Furnished,No,South,Yes,No,Borewell,No,No,Yes,Yes,Yes,No,3.12,0.98,3.5,2.73,6939,1096.26,9.35,No,17389,65.7,63.1,19.3,9.0,9.2,Yes,Yes,5.6,5.6,2.23,1086,7,45.53
Lucknow,Indira Nagar,Villa,No,3,3,0,3,19,No,Unfurnished,Yes,South,Yes,No,Both,Yes,Yes,Yes,No,Yes,Yes,1.33,4.88,5.34,0.72,3101,976.72,7.06,Yes,3602,71.9,59.6,30.1,6.8,8.3,Yes,No,8.1,6.3,3.28,1036,7,56.76
Bengaluru,Whitefield,Independent House,Yes,4,4,0,4,12,Yes,Semi-Furnished,No,South,No,No,Both,Yes,No,Yes,Yes,Yes,Yes,0.83,2.99,4.52,2.61,1204,1051.27,9.46,No,9853,50.0,43.1,52.4,7.2,9.8,No,Yes,7.2,5.2,2.98,1708,5,172.65
Jaipur,Mansarovar,Villa,Yes,1,2,2,20,24,No,Semi-Furnished,Yes,West,No,No,Borewell,No,Yes,No,Yes,No,Yes,1.82,4.16,3.26,2.47,3153,1004.79,9.4,Yes,11868,35.0,51.2,41.8,6.2,8.6,No,No,6.9,7.7,3.72,1436,23,54.31
Chennai,Adyar,Apartment,Yes,1,1,2,2,6,No,Semi-Furnished,Yes,East,No,Yes,Borewell,Yes,Yes,Yes,Yes,No,Yes,1.61,3.07,2.78,2.51,1980,1141.2,7.61,Yes,12941,69.2,45.3,27.3,9.7,8.3,No,Yes,7.9,9.8,3.42,1334,5,94.01
Ahmedabad,Thaltej,Villa,Yes,1,2,0,17,15,No,Unfurnished,No,North,No,Yes,Both,Yes,No,Yes,Yes,Yes,No,3.11,0.98,6.17,1.13,6398,926.93,9.05,Yes,12035,83.3,59.2,55.7,8.7,9.3,No,No,9.6,6.8,3.45,1864,18,86.54
Bengaluru,Indiranagar,Apartment,No,4,5,2,1,7,Yes,Furnished,No,South,Yes,No,Both,Yes,No,Yes,No,Yes,Yes,3.9,4.66,3.75,2.46,1207,1065.16,8.51,No,15856,64.3,56.8,58.4,9.0,8.5,No,No,6.5,6.2,2.98,886,11,84.28
Chennai,T. Nagar,Independent House,Yes,3,4,0,7,8,Yes,Furnished,Yes,South,Yes,No,Borewell,Yes,Yes,No,No,No,Yes,0.92,3.35,2.62,0.66,5240,1149.13,7.26,No,8271,70.7,77.0,26.7,8.5,8.7,No,Yes,8.9,8.5,3.69,716,17,50.18
Bengaluru,Hebbal,Independent House,Yes,3,3,2,7,16,No,Semi-Furnished,Yes,East,Yes,Yes,Both,No,No,Yes,No,No,Yes,1.97,1.94,5.55,1.96,2021,1032.71,6.72,No,12302,36.1,44.1,52.4,8.1,8.8,Yes,No,9.4,8.2,4.4,1680,9,152.87
Jaipur,Jagatpura,Villa,No,4,4,0,4,21,Yes,Semi-Furnished,Yes,East,Yes,No,Borewell,No,Yes,No,No,Yes,Yes,0.93,4.51,3.04,1.76,5112,889.97,7.97,Yes,9552,66.1,46.6,40.8,9.6,9.3,No,Yes,9.4,7.7,2.7,1248,9,65.23
Bengaluru,Koramangala,Apartment,No,4,5,2,3,10,Yes,Semi-Furnished,No,East,No,Yes,Borewell,Yes,Yes,No,Yes,No,Yes,3.76,3.84,1.19,1.99,1226,911.68,8.47,No,2411,77.4,63.7,23.9,6.4,8.6,No,Yes,7.3,6.0,2.22,1509,5,138.02
Hyderabad,Banjara Hills,Villa,No,1,2,0,15,22,No,Semi-Furnished,Yes,North,No,No,Corporation,No,Yes,Yes,Yes,Yes,Yes,2.78,2.23,1.89,0.57,6961,1001.36,9.0,Yes,3331,47.5,57.1,34.2,9.8,8.9,Yes,Yes,8.5,6.9,2.93,2109,15,219.85
Pune,Kalyani Nagar,Apartment,No,3,3,0,8,13,Yes,Semi-Furnished,No,East,Yes,No,Both,No,Yes,No,No,No,Yes,0.82,0.48,3.91,1.53,5455,779.41,8.84,No,3523,76.9,60.3,22.0,8.7,6.9,Yes,Yes,7.4,5.2,3.7,463,18,32.94
Delhi,Rohini,Independent House,Yes,3,4,1,10,23,No,Semi-Furnished,No,South,No,No,Both,Yes,No,Yes,No,Yes,Yes,3.38,2.07,3.16,2.09,7551,832.86,8.36,No,5133,87.4,41.4,21.6,7.5,7.7,No,No,6.4,9.4,3.33,1031,18,395.5
Indore,Palasia,Independent House,Yes,4,4,2,4,3,Yes,Furnished,No,South,No,Yes,Both,No,No,Yes,Yes,Yes,No,4.21,1.13,5.84,0.96,6163,721.12,7.96,No,22864,83.4,41.8,37.6,8.7,6.7,Yes,Yes,6.5,6.4,2.89,2090,10,94.73
Delhi,Karol Bagh,Villa,No,3,3,2,20,16,No,Furnished,No,South,No,Yes,Both,Yes,No,No,Yes,Yes,Yes,0.83,1.84,7.7,0.9,2177,1055.0,9.3,No,23442,55.2,67.3,36.1,9.7,6.8,Yes,No,9.8,9.0,2.67,686,28,116.54
Indore,MR-10,Independent House,No,3,4,0,20,4,No,Unfurnished,No,South,Yes,Yes,Corporation,Yes,Yes,Yes,No,Yes,No,2.64,1.69,2.21,1.68,5349,1151.21,8.61,No,15343,61.1,54.0,29.5,9.3,7.1,Yes,No,5.3,5.8,2.1,1751,25,82.74
Chennai,Velachery,Independent House,Yes,2,3,0,12,24,Yes,Unfurnished,No,North,Yes,No,Both,No,No,No,Yes,Yes,Yes,3.6,4.12,4.61,2.54,3215,713.69,6.53,No,23281,89.6,75.6,17.5,6.5,6.0,Yes,Yes,5.7,5.5,2.15,2135,21,175.57
Ahmedabad,Thaltej,Independent House,No,1,2,1,8,21,No,Furnished,No,North,Yes,Yes,Corporation,No,No,Yes,Yes,No,No,4.69,1.98,2.75,1.44,5313,1085.38,8.11,Yes,3077,82.1,53.4,18.4,8.2,7.6,No,No,6.6,5.4,3.17,520,9,33.76
Kolkata,Rajarhat,Villa,Yes,3,3,2,4,2,Yes,Furnished,Yes,West,No,Yes,Borewell,No,Yes,No,Yes,Yes,Yes,3.62,3.51,4.59,2.07,4927,800.64,8.95,No,16998,73.6,55.1,42.2,8.9,8.8,No,Yes,8.1,5.2,3.39,1298,13,103.75
Indore,Rajendra Nagar,Villa,Yes,3,4,1,6,17,No,Semi-Furnished,Yes,North,Yes,No,Both,No,Yes,No,Yes,No,No,3.99,2.43,4.98,1.41,6121,727.11,8.06,Yes,15005,39.3,78.1,11.6,8.5,9.8,Yes,Yes,7.1,6.4,2.98,842,16,35.03
Lucknow,Rajajipuram,Independent House,Yes,1,2,2,2,17,No,Furnished,No,South,Yes,Yes,Borewell,Yes,Yes,Yes,Yes,No,No,1.26,4.38,4.65,2.66,6081,1118.22,9.38,Yes,22158,57.9,67.6,34.3,9.6,5.9,Yes,Yes,5.1,6.1,3.78,976,9,51.94
Chandigarh,Sector 35,Independent House,Yes,3,4,1,13,7,Yes,Semi-Furnished,No,West,Yes,Yes,Corporation,No,No,No,No,Yes,Yes,0.99,2.43,0.88,1.96,2623,803.83,8.26,No,22613,46.2,53.5,22.5,6.5,9.5,Yes,No,5.8,6.9,4.46,1897,22,159.38
Jaipur,Vaishali Nagar,Independent House,Yes,3,4,1,7,10,No,Semi-Furnished,Yes,East,No,No,Borewell,Yes,Yes,No,Yes,Yes,Yes,2.01,2.16,3.16,1.38,6293,991.33,8.43,Yes,18167,34.1,57.4,32.6,7.3,9.6,Yes,No,9.5,6.1,3.02,830,11,34.4
Kolkata,Behala,Apartment,Yes,4,5,0,14,3,No,Semi-Furnished,Yes,South,No,No,Borewell,Yes,Yes,Yes,Yes,Yes,Yes,1.2,1.99,5.5,1.03,7241,845.23,9.49,Yes,10215,51.5,53.6,42.6,7.3,8.5,Yes,No,5.7,5.0,3.5,1585,18,107.57
Surat,Piplod,Apartment,Yes,4,4,1,2,22,Yes,Unfurnished,Yes,South,No,No,Both,No,Yes,Yes,Yes,Yes,Yes,4.29,0.7,6.74,1.95,3626,855.38,8.15,Yes,10873,49.4,67.4,29.9,9.8,7.6,No,No,7.7,6.4,2.34,891,8,28.32
Chennai,Tambaram,Independent House,No,1,2,2,13,19,No,Semi-Furnished,No,South,Yes,No,Borewell,Yes,No,No,No,No,No,3.35,4.32,5.51,2.39,4138,853.99,7.71,No,23355,79.6,42.6,30.9,6.9,9.3,Yes,No,5.8,7.7,3.28,604,19,44.96
Pune,Kalyani Nagar,Apartment,No,2,2,1,6,22,No,Furnished,No,East,No,Yes,Borewell,No,Yes,No,No,No,No,2.73,5.36,4.64,0.82,6243,877.49,8.49,Yes,20795,60.5,60.6,41.2,8.5,6.7,Yes,Yes,7.7,6.8,2.55,1681,6,143.48
Mumbai,Malad,Apartment,No,4,4,2,4,11,Yes,Unfurnished,Yes,West,No,Yes,Borewell,No,Yes,No,Yes,Yes,Yes,3.42,2.8,0.57,1.63,5544,1188.95,7.94,No,7031,37.9,60.4,52.1,9.6,9.1,No,Yes,8.7,7.2,4.12,1464,6,404.07
Surat,Katargam,Independent House,No,1,2,0,4,7,No,Unfurnished,Yes,North,No,No,Corporation,No,No,Yes,No,Yes,Yes,2.09,5.49,7.87,0.43,5800,961.99,8.49,No,16208,70.0,79.6,16.3,7.9,8.8,Yes,Yes,5.1,7.2,3.16,2039,14,101.88
Jaipur,Mansarovar,Villa,Yes,3,3,2,13,17,No,Semi-Furnished,No,North,No,No,Both,Yes,No,Yes,Yes,No,Yes,2.72,2.96,6.78,2.86,4643,766.85,8.55,Yes,21288,56.3,56.5,27.5,7.7,9.2,No,Yes,6.4,6.3,3.3,1181,18,77.37
Kolkata,Garia,Independent House,Yes,3,4,2,16,14,Yes,Unfurnished,Yes,West,Yes,No,Borewell,Yes,Yes,No,No,No,Yes,0.34,1.81,1.73,0.66,2778,1125.4,9.45,Yes,8979,49.1,40.9,33.3,6.5,5.7,Yes,Yes,9.1,8.6,3.37,997,22,86.12
Patna,Rajendra Nagar,Independent House,No,1,2,2,13,9,No,Unfurnished,Yes,North,Yes,Yes,Both,Yes,Yes,No,No,Yes,No,3.77,5.09,2.91,1.62,6727,875.22,8.99,No,5641,54.0,77.0,18.2,8.2,5.5,Yes,Yes,8.6,9.7,2.11,1819,17,85.47
Jaipur,Jagatpura,Apartment,Yes,3,4,0,18,5,No,Semi-Furnished,Yes,South,No,No,Borewell,Yes,No,No,No,Yes,No,2.6,0.94,3.76,0.23,2449,1149.1,6.76,Yes,9816,69.7,51.4,28.5,9.5,9.0,No,Yes,7.4,8.0,4.4,692,27,34.25
Patna,Kankarbagh,Villa,No,4,4,2,15,21,Yes,Furnished,No,East,No,No,Corporation,Yes,Yes,No,No,Yes,No,1.72,5.49,1.59,1.29,1157,1113.89,7.44,No,8142,73.3,82.8,58.5,8.5,7.8,Yes,No,8.6,8.0,3.28,800,20,39.34
Delhi,Rohini,Villa,Yes,1,1,2,1,20,Yes,Unfurnished,No,East,Yes,Yes,Corporation,No,Yes,Yes,Yes,No,No,0.81,5.87,1.51,2.37,6443,883.03,7.25,No,7426,46.1,46.8,48.0,8.5,8.6,No,Yes,9.6,6.3,2.11,458,5,147.49
Kolkata,Rajarhat,Villa,No,4,5,0,2,2,No,Furnished,No,South,Yes,Yes,Borewell,No,No,No,No,No,Yes,2.58,6.0,1.62,2.34,4466,714.59,8.1,No,10958,37.0,55.8,31.5,9.2,9.3,Yes,No,10.0,9.6,2.74,1241,8,78.39
Hyderabad,Madhapur,Independent House,Yes,1,2,1,16,5,No,Furnished,No,West,No,Yes,Corporation,No,Yes,No,Yes,No,No,2.26,3.2,4.43,1.75,2598,949.1,7.96,No,3846,40.5,47.0,39.9,6.3,5.6,Yes,No,5.6,9.6,4.49,1735,22,153.8
Lucknow,Alambagh,Apartment,No,4,5,1,12,14,No,Furnished,Yes,South,No,Yes,Corporation,No,Yes,Yes,No,Yes,No,2.83,2.02,5.52,2.75,1597,1035.46,9.43,Yes,17045,75.6,47.4,36.2,7.7,8.2,Yes,Yes,8.8,8.1,2.36,635,22,32.19
Bengaluru,Hebbal,Independent House,No,1,2,0,1,4,No,Unfurnished,No,West,No,Yes,Borewell,Yes,Yes,No,Yes,No,Yes,3.41,4.97,6.81,1.78,3502,1069.5,7.12,No,19227,83.9,41.9,33.3,6.2,5.7,Yes,No,6.8,9.9,2.25,469,2,50.57
Pune,Viman Nagar,Villa,Yes,2,3,1,14,13,No,Semi-Furnished,Yes,West,Yes,No,Both,No,Yes,Yes,Yes,Yes,No,1.23,3.83,3.94,1.51,2261,1056.63,8.61,No,16724,48.8,73.1,20.3,7.7,5.4,Yes,No,8.4,6.1,3.98,2157,22,163.37
Pune,Kalyani Nagar,Apartment,Yes,3,3,1,19,21,No,Furnished,Yes,West,Yes,Yes,Corporation,No,No,No,No,No,Yes,4.84,0.63,4.83,1.8,1937,922.31,8.48,No,24313,49.4,58.4,28.5,6.8,8.9,Yes,Yes,9.0,6.2,3.08,1050,28,125.1
Mumbai,Bandra,Independent House,Yes,3,3,0,1,21,Yes,Furnished,Yes,North,Yes,No,Corporation,No,Yes,Yes,Yes,No,No,1.44,1.51,5.4,2.19,4912,1068.78,8.46,Yes,8845,72.6,71.1,17.5,7.0,5.1,Yes,No,6.9,7.0,4.29,1235,10,414.1
Indore,Bhawarkua,Apartment,No,4,4,1,18,19,No,Furnished,Yes,West,No,Yes,Corporation,No,No,No,Yes,No,No,4.59,4.11,0.83,2.15,7317,878.15,8.78,Yes,24600,43.8,41.2,43.1,9.0,9.5,No,Yes,6.6,8.0,4.34,697,20,35.63
Ahmedabad,SG Highway,Independent House,No,1,2,1,8,4,Yes,Furnished,Yes,South,No,No,Borewell,Yes,Yes,Yes,No,No,Yes,2.74,4.95,4.42,2.43,4301,934.9,7.5,No,9304,82.2,48.7,49.0,7.0,7.6,Yes,No,6.7,6.6,4.13,2037,18,124.21
Patna,Ashiana Nagar,Villa,No,2,2,0,20,12,Yes,Unfurnished,Yes,West,No,Yes,Both,Yes,Yes,No,No,No,Yes,0.97,4.13,5.17,1.04,3409,933.83,9.08,No,7141,51.6,66.4,53.5,9.7,6.6,Yes,No,5.4,5.8,4.44,1681,25,85.69
Pune,Viman Nagar,Independent House,No,2,3,2,17,17,Yes,Unfurnished,No,South,Yes,No,Borewell,Yes,Yes,Yes,No,No,Yes,0.99,3.64,1.67,2.06,7631,744.01,8.09,Yes,9409,47.0,48.7,16.2,6.7,9.2,No,Yes,5.5,6.3,2.22,508,21,42.46
Chandigarh,Manimajra,Independent House,Yes,1,1,2,16,13,Yes,Semi-Furnished,No,North,Yes,Yes,Borewell,Yes,No,No,Yes,Yes,No,0.13,4.68,5.46,1.67,1080,1113.7,8.43,No,3282,37.6,71.3,34.5,9.1,9.4,Yes,No,6.9,5.9,3.77,1731,17,146.01
Ahmedabad,Thaltej,Apartment,No,3,4,0,12,15,Yes,Semi-Furnished,No,North,Yes,No,Borewell,Yes,Yes,Yes,No,Yes,No,2.9,3.95,6.39,2.66,1082,935.37,8.03,No,11915,64.3,73.9,56.8,9.1,6.1,Yes,Yes,7.0,9.0,3.9,2174,13,93.89
Chandigarh,Sector 22,Apartment,No,4,4,0,18,7,Yes,Unfurnished,Yes,West,No,Yes,Both,Yes,Yes,Yes,Yes,Yes,No,1.96,3.16,8.0,0.86,3400,921.42,9.4,No,10965,44.1,71.8,58.0,8.6,7.8,No,Yes,9.3,8.6,3.13,1906,25,137.13
Pune,Hinjewadi,Independent House,No,4,4,2,1,5,No,Unfurnished,Yes,East,Yes,Yes,Corporation,No,No,No,Yes,No,Yes,3.77,5.44,5.07,1.67,7872,955.14,8.53,No,23747,68.9,40.4,28.0,9.2,6.4,No,No,6.8,6.3,3.64,1612,2,140.64
Delhi,Janakpuri,Independent House,Yes,2,3,2,10,6,Yes,Furnished,No,East,Yes,No,Corporation,Yes,No,Yes,No,Yes,No,0.63,3.72,7.18,0.23,5878,926.85,8.71,Yes,17075,85.0,62.9,14.6,7.5,8.5,No,No,10.0,8.7,2.43,1340,14,250.5
Jaipur,Malviya Nagar,Apartment,No,4,5,0,11,9,No,Semi-Furnished,No,East,Yes,No,Borewell,No,No,Yes,No,Yes,No,3.02,4.18,3.99,1.13,1276,779.9,8.5,No,22388,82.1,64.9,29.2,9.7,9.2,Yes,No,8.2,5.7,2.3,2119,20,135.13
Pune,Baner,Independent House,No,3,4,2,13,9,No,Semi-Furnished,No,North,No,Yes,Borewell,No,Yes,Yes,Yes,Yes,Yes,0.65,2.44,4.58,2.96,5242,820.32,7.28,Yes,8577,56.1,41.6,58.9,7.3,6.5,Yes,Yes,7.6,8.1,2.73,594,13,44.19
Chennai,Tambaram,Villa,No,2,2,1,3,8,No,Furnished,Yes,East,Yes,Yes,Both,Yes,Yes,No,Yes,Yes,Yes,4.98,1.36,6.02,2.88,4418,1189.11,8.67,Yes,20007,76.7,67.4,35.6,7.2,8.5,No,Yes,7.4,10.0,4.38,1245,9,81.53
Indore,Rau,Apartment,No,3,3,2,18,2,No,Semi-Furnished,No,East,No,No,Borewell,Yes,Yes,No,No,No,Yes,4.41,0.65,1.61,1.08,3363,936.28,9.02,Yes,4916,65.2,52.9,39.5,6.8,9.2,Yes,Yes,7.6,5.8,2.93,2173,23,126.59
Chennai,Tambaram,Independent House,Yes,3,4,2,3,23,No,Furnished,Yes,North,Yes,Yes,Both,No,Yes,No,Yes,No,Yes,4.75,4.5,1.83,0.48,7233,1188.94,8.64,No,9175,35.3,45.8,43.0,6.9,6.9,No,Yes,7.5,8.8,3.98,1219,3,98.07
Chandigarh,Panchkula,Villa,Yes,1,2,0,11,22,Yes,Furnished,Yes,West,Yes,Yes,Corporation,No,No,No,Yes,Yes,Yes,0.31,5.5,3.37,0.5,4424,1076.82,7.21,No,2266,61.7,54.6,58.1,9.3,5.8,Yes,Yes,9.2,6.0,3.73,516,13,39.36
Jaipur,Malviya Nagar,Apartment,No,2,3,0,5,13,No,Semi-Furnished,No,South,No,No,Both,No,Yes,No,Yes,No,No,2.27,1.4,3.76,2.87,7529,1044.34,8.17,No,16931,37.0,65.6,31.4,7.3,6.2,Yes,No,7.9,7.0,2.22,1194,6,70.01
Chandigarh,Zirakpur,Apartment,Yes,2,3,2,20,15,Yes,Furnished,No,East,Yes,No,Both,No,No,No,Yes,No,No,0.31,4.54,6.23,2.9,7687,716.85,7.17,Yes,7095,89.0,74.8,19.9,10.0,9.2,Yes,No,8.8,7.3,2.86,762,27,62.64
Kochi,Edappally,Independent House,No,3,3,2,16,1,No,Furnished,No,East,No,Yes,Both,No,No,No,No,No,Yes,4.64,3.69,1.41,2.52,7440,736.39,8.42,No,21561,42.8,48.6,53.6,8.9,9.6,Yes,No,8.7,6.8,3.73,568,24,26.74
Surat,Udhna,Apartment,Yes,3,4,1,20,8,Yes,Furnished,No,South,No,No,Corporation,No,Yes,Yes,No,No,Yes,1.89,2.08,7.27,1.42,6231,1052.45,6.51,Yes,16175,64.5,77.2,25.0,7.2,8.1,No,No,5.5,5.2,4.24,760,21,30.36
Surat,Udhna,Apartment,Yes,2,2,0,15,16,No,Semi-Furnished,Yes,West,Yes,No,Corporation,Yes,No,No,Yes,No,Yes,0.56,4.21,7.84,0.47,6258,844.6,8.78,Yes,8528,74.9,78.1,50.6,7.2,7.5,Yes,Yes,7.2,5.8,2.43,1164,25,54.4
Kochi,Aluva,Apartment,No,2,2,1,17,17,No,Furnished,Yes,East,Yes,No,Both,Yes,No,No,No,Yes,No,1.06,2.41,6.08,1.11,2726,758.48,6.51,No,5581,52.7,60.7,59.8,6.2,5.5,No,No,9.6,9.9,2.14,1619,21,96.91
Chandigarh,Sector 35,Villa,No,4,5,1,8,16,Yes,Unfurnished,No,West,Yes,No,Corporation,No,No,No,No,Yes,Yes,4.72,4.93,7.8,1.17,6872,976.32,9.12,Yes,17166,69.4,55.8,40.8,6.1,9.0,Yes,No,9.4,9.7,3.0,793,16,63.26
Patna,Bihta,Independent House,No,1,2,2,2,23,No,Unfurnished,No,East,No,No,Borewell,No,No,Yes,Yes,No,Yes,4.74,2.4,6.81,1.15,4644,1100.04,9.44,Yes,11509,50.1,60.0,19.7,9.8,9.8,No,Yes,5.5,9.9,3.16,441,5,27.29
Hyderabad,Banjara Hills,Apartment,No,4,4,1,20,15,No,Furnished,No,East,Yes,No,Corporation,No,No,Yes,No,Yes,No,1.75,5.97,4.54,0.46,3389,873.54,7.18,Yes,11628,78.7,43.3,11.1,6.8,5.3,Yes,No,7.5,8.8,3.8,1642,26,143.26
